Day,Price,Q10,Q90
3641,3944.385,2910.91877305965,13260.0057008141
3648,3831.0375,2944.14539484812,13390.3339299104
3655,4040.9525,2977.68649242773,13521.6895811508
3662,3514.2175,3011.54443133658,13654.0787630621
3669,3534.25,3045.7215903295,13787.5076086972
3676,3531.82,3080.22036142639,13921.9822756866
3683,3415.1975,3115.04314996082,14057.5089462895
3690,3648.38,3150.19237462837,14194.093827445
3697,3625.62,3185.67046753541,14331.7431508239
3704,3732.395,3221.47987424767,14470.4631728796
3711,3787.94,3257.6230538392,14610.2601748997
3718,3898.9556,3294.10247894104,14751.1404630571
3725,3965.74,3330.92063579034,14893.1103684618
3732,3970.085,3368.08002427936,15036.1762472119
3739,4095.32,3405.58315800452,15180.3444804453
3746,5193.965,3443.43256431572,15325.6214743908
3753,5161.725,3481.63078436556,15472.0136604193
3760,5296.6375,3520.18037315871,15619.5274950963
3767,5157.275,3559.08389960145,15768.169460232
3774,5714.345,3598.34394655113,15917.9460629335
3781,6976.065,3637.96311086587,16068.8638356561
3788,8196.835,3677.9440034542,16220.9293362544
3795,8737.8225,3718.28924932494,16374.1491480347
3802,8739.8225,3759.00148763694,16528.5298798052
3809,7638.2825,3800.08337174923,16684.0781659284
3816,8978.795,3841.53756927102,16840.8006663725
3823,10830.4725,3883.36676211168,16998.7040667624
3830,10754.915,3925.57364653112,17157.7950784315
3837,11475.0375,3968.16093319001,17318.0804384734
3844,10299.7,4011.13134720028,17479.5669097931
3851,10594.06,4054.48762817537,17642.261281159
3858,9530.3275,4098.23253028105,17806.1703672534
3865,10977.9675,4142.36882228582,17971.3010087257
3872,11530.865,4186.89928761175,18137.6600722423
3879,10319.71,4231.82672438526,18305.2544505391
3886,10136.39,4277.15394548809,18474.0910624731
3893,9768.0175,4322.88377860802,18644.1768530732
3900,10403.6725,4369.01906629018,18815.5187935929
3907,10309.045,4415.56266598817,18988.1238815609
3914,10026.9475,4462.51745011506,19161.9991408337
3921,8052.3225,4509.88630609504,19337.151621646
3928,7859.23,4557.67213641435,19513.5884006635
3935,8280.48,4605.87785867332,19691.3165810336
3942,8234.765,4654.50640563735,19870.3432924378
3949,9549.05,4703.56072528896,20050.6756911427
3956,9205.705,4753.04378087939,20232.3209600522
3963,9033.985,4802.95855098036,20415.2863087592
3970,8500.63,4853.30802953593,20599.5789735964
3977,6908.4475,4904.09522591463,20785.2062176888
3984,7403.8775,4955.32316496137,20972.1753310057
3991,7523.3275,5006.99488704965,21160.4936304112
3998,7114.98,5059.11344813381,21350.168459717
4005,7511.47,5111.6819198012,21541.2071897336
4012,7387.9625,5164.7033893247,21733.6172183225
4019,7352.6925,5218.18095971528,21927.4059704467
4026,8178.0025,5272.11774977418,22122.5808982242
4033,8700.1475,5326.51689414616,22319.1494809789
4040,8590.48,5381.38154337148,22517.1192252915
4047,9324.0225,5436.71486393952,22716.4976650531
4054,10167.7075,5492.52003834096,22917.2923615152
4061,9922.8975,5548.80026512114,23119.5109033428
4068,9968.39,5605.55875893301,23323.1609066652
4075,8527.415,5662.79875059044,23528.2500151291
4082,8036.475,5720.52348712101,23734.7858999485
4089,5343.135,5778.73623181991,23942.7762599584
4096,5824.085,5837.44026430286,24152.2288216653
4103,5876.4525,5896.63888055982,24363.1513393002
4110,6777.015,5956.33539300844,24575.5515948693
4117,6906.54,6016.53313054772,24789.437398206
4124,7130.2775,6077.23543861189,25004.8165870241
4131,7703.1325,6138.44567922396,25221.697026968
4138,8908.385,6200.16723104976,25440.0866116653
4145,8726.06,6262.40348945197,25659.9932627788
4152,9670.7075,6325.15786654406,25881.424930058
4159,8716.09,6388.43379124444,26104.3895913917
4166,9448.95,6452.23470933084,26328.8952528591
4173,9752.59250000001,6516.56408349431,26554.9499487817
4180,9329.6975,6581.425393394,26782.5617417764
4187,9285.9675,6646.82213571129,27011.7387228059
4194,9116.235,6712.75782420455,27242.4890112316
4201,9078.89,6779.23598976374,27474.8207548655
4208,9302.385,6846.26018046503,27708.7421300216
4215,9213.99,6913.83396162582,27944.2613415685
4222,9942.845,6981.96091585939,28181.3866229807
4229,11066.14,7050.64464313008,28420.1262363915
4236,11687.8175,7119.88876080811,28660.4884726439
4243,11918.0375,7189.69690372502,28902.4816513437
4250,11650.9875,7260.07272422865,29146.1141209104
4257,11713.08,7331.01989223848,29391.3942586302
4264,10258.09,7402.54209530115,29638.3304707075
4271,10335.125,7474.64303864591,29886.9311923171
4278,10921.11,7547.32644523987,30137.2048876552
4285,10777.975,7620.59605584405,30389.1600499941
4292,10673.18,7694.45562906904,30642.8052017314
4299,11375.2725,7768.90894143038,30898.1488944432
4306,11513.1325,7843.9597874049,31155.1997089363
4313,13042.115,7919.61197948674,31413.9662553005
4320,13768.1925,7995.86934824285,31674.4571729601
4327,15484.175,8072.73574236983,31936.681130726
4334,15969.7475,8150.21502874954,32200.6468268481
4341,18442.9925,8228.3110925057,32466.3629890679
4348,18197.3175,8307.02783706039,32733.8383746691
4355,19382.2675,8386.36918419018,33003.0817705313
4362,19164.8025,8466.33907408288,33274.101993181
4369,23478.995,8546.94146539431,33546.9078888451
4376,26259.1225,8628.18033530464,33821.5083335011
4383,33096.3175,8710.05967957561,34097.9122329308
4390,38173.345,8792.58351260695,34376.1285227723
4397,35822.635,8875.75586749388,34656.1661685712
4404,32291.01,8959.58079608358,34938.0341658338
4411,33138.715,9044.06236903286,35221.7415400793
4418,38868.57,9129.20467586496,35507.2973468905
4425,48660.45,9215.01182502705,35794.7106719681
4432,57492.04,9301.48794394751,36083.9906311812
4439,45238.64,9388.63717909366,36375.1463706211
4446,50977.285,9476.46369602884,36668.1870666518
4453,58997.37,9564.97167947034,36963.1219259635
4460,57378.6275,9654.16533334703,37259.960185624
4467,55786.5525,9744.04888085729,37558.7111131319
4474,58210.9525,9834.62656452657,37859.3840064675
4481,59975.28,9925.90264626572,38161.9881941471
4488,56271.87,10017.8814074286,38466.5330352728
4495,49123.22,10110.5671488708,38773.0279195864
4502,56625.7675,10203.9641910072,39081.4822675219
4509,58303.4025,10298.0768738706,39391.905530256
4516,46456.4725,10392.9095571701,39704.3071897627
4523,34730.7875,10488.4666203492,40018.6967588636
4530,35676.71,10584.7524626453,40335.0837812816
4537,35803.195,10681.7715031469,40653.4778316925
4544,39026.525,10779.5281808533,40973.8885157779
4551,35592.295,10878.0269547332,41296.3254702767
4558,34690.9775,10977.2723037833,41620.7983630376
4565,35293.315,11077.2687270878,41947.3168930729
4572,34251.9575,11178.0207438765,42275.8907906086
4579,31784.15,11279.5328935848,42606.5298171382
4586,35428.2675,11381.8097359126,42939.2437654753
4593,39867.6725,11484.8558508833,43274.042459805
4600,43842.615,11588.6758389036,43610.9357557358
4607,47022.2825,11693.2743208227,43949.933540355
4614,49288.8975,11798.6559379918,44291.0457322771
4621,48800.0725,11904.8253523237,44634.2822816987
4628,51791.6375,12011.7872463526,44979.6531704504
4635,46038.8925,12119.546323294,45327.1684120499
4642,47249.3475,12228.107307104,45676.8380517522
4649,43194.81,12337.47494254,46028.6721666049
4656,48235.595,12447.6539952201,46382.6808654987
4663,54696.93,12558.6492516836,46738.8742892196
4670,61532.1675,12670.4655194508,47097.2626105039
4677,60875.2975,12783.1076270836,47457.8560340874
4684,61357.6299999999,12896.5804242456,47820.6647967606
4691,63312.7675,13010.8887817629,48185.6991674189
4698,65502.47,13126.0375916841,48552.9694471167
4705,58794.32,13242.0317673413,48922.4859691202
4712,57322.77,13358.8762434107,49294.2590989578
